14731,1,Smuttynose,Star Island Single,5.6,3.6,Belgian Ale,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.505153,2015-04-19 23:15:54.505155,us
14732,1,Kronenbourg,Bottle,4.2,3.6,Pale Lager,France,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.505265,2015-04-19 23:15:54.505266,fr
14733,1,Taiwan,Draft,4.5,1.9,Pale Lager,Taiwan,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.505376,2015-04-19 23:15:54.505377,tw
14734,1,Greene King,Old Speckled Hen,5.2,3.4,Premium Bitter,England,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.505485,2015-04-19 23:15:54.505487,gb
14735,1,Grimbergen,Blond,6.7,3.4,Belgian Ale,Belgium,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.5056,2015-04-19 23:15:54.505601,be
14736,1,Mac's,Gold,4,3.4,Pale Lager,New Zealand,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.505716,2015-04-19 23:15:54.505717,nz
14737,1,Badger,Golden Glory,5,3.3,Golden Ale,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.505825,2015-04-19 23:15:54.505827,gb
14738,1,Polo Brewery,San Miguel,5,3.3,Pale Lager,Philippines,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.505937,2015-04-19 23:15:54.505939,ph
14739,1,Samuel Smith's,Taddy Lager,3.7,3.2,Premium Lager,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.506045,2015-04-19 23:15:54.506046,gb
14740,1,Ithaca,Apricot Wheat,4.9,3.1,Fruit Beer,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.506152,2015-04-19 23:15:54.506153,us
14741,1,Leinenkugel,Original,4.6,2.9,Pale Lager,USA,USA,Eden Prairie,2010-08-01 00:00:00,"",2015-04-19 23:15:54.506259,2015-04-19 23:15:54.50626,us
14742,1,Right House,Draft,5,3.1,Pale Lager,Kazakhstan,Kazakhstan,Almaty,2010-08-01 00:00:00,Microbrew,2015-04-19 23:15:54.506369,2015-04-19 23:15:54.50637,kz
14743,1,Asahi,Draft,5,2.8,Pale Lager,Japan,Japan,Tokyo,2011-08-01 00:00:00,"",2015-04-19 23:15:54.506482,2015-04-19 23:15:54.506483,jp
14744,1,Guinness,Draft,4.2,2.9,Dry Stout,Ireland,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.506593,2015-04-19 23:15:54.506594,ie
14745,1,Licher,Weizen,5.4,3.1,Hefeweizen,Germany,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.506702,2015-04-19 23:15:54.506704,de
14746,1,Sapporo,Yebisu,5.5,3,Premium Lager,Japan,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.506813,2015-04-19 23:15:54.506814,jp
14747,1,Reeb,Antarktik,3.5,2.5,Pale Lager,China,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.506924,2015-04-19 23:15:54.506925,cn
14748,1,Franziskaner,Weissbier,5,2.8,Kristallweizen,Germany,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.507034,2015-04-19 23:15:54.507035,de
14749,1,Saranac,Pomegranate Wheat,4.7,2.9,Fruit Beer,USA,USA,Ithaca,2011-10-01 00:00:00,"",2015-04-19 23:15:54.507142,2015-04-19 23:15:54.507143,us
14750,1,Kronenbourg,1664 Blanc,5,2.9,Belgian White,France,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.507252,2015-04-19 23:15:54.507253,fr
14751,1,Grimbergen,Rouge,6,2.9,Fruit Beer,Belgium,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.507361,2015-04-19 23:15:54.507362,be
14752,1,White Horse,Bitters,4.5,2.9,Bitter,England,England,Oxford,2012-01-01 00:00:00,"",2015-04-19 23:15:54.507468,2015-04-19 23:15:54.507469,gb
14753,1,Shock Top,Belgian White,5.2,2.9,Belgian White,USA,USA,Ithaca,2011-10-01 00:00:00,"",2015-04-19 23:15:54.507574,2015-04-19 23:15:54.507575,us
14754,1,Greene King,Abbot Ale,5,2.8,Premium Bitter,England,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.50768,2015-04-19 23:15:54.507682,gb
14755,1,Greene King,IPA,3.6,2.8,Bitter,England,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.507788,2015-04-19 23:15:54.507789,gb
14756,1,Corona,Extra,4.6,0.7,Pale Lager,Mexico,USA,Ithaca,2011-09-01 00:00:00,"",2015-04-19 23:15:54.507903,2015-04-19 23:15:54.507904,mx
14757,1,Tsingtao,Stout,7.5,2.8,Foreign Stout,China,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.508015,2015-04-19 23:15:54.508017,cn
14758,1,Kronenbourg,1664,5.9,2.7,Pale Lager,France,France,Strasbourg,2011-08-01 00:00:00,"",2015-04-19 23:15:54.508125,2015-04-19 23:15:54.508126,fr
14759,1,Brouwerij de Prael,Heintje,5.4,2.7,Belgian White,Netherlands,Netherlands,Amsterdam,2011-07-01 00:00:00,"",2015-04-19 23:15:54.508244,2015-04-19 23:15:54.508246,nl
14760,1,Heineken,Draft,5,1.8,Pale Lager,Netherlands,Netherlands,Amsterdam,2011-07-01 00:00:00,"",2015-04-19 23:15:54.508361,2015-04-19 23:15:54.508362,nl
14761,1,Kirin,Lager,4.9,2.7,Pale Lager,Japan,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.508472,2015-04-19 23:15:54.508474,jp
14762,1,Tsingtao,Draft,4.8,2.7,Pale Lager,China,China,Shanghai,2010-06-01 00:00:00,First beer!,2015-04-19 23:15:54.508584,2015-04-19 23:15:54.508585,cn
14763,1,Tsingtao,Aguerta,4,2.7,Pale Lager,China,China,Harbin,2012-04-01 00:00:00,"",2015-04-19 23:15:54.508695,2015-04-19 23:15:54.508696,cn
14764,1,Stella Artois,Draft,5,2.7,Pale Lager,Belgium,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.50881,2015-04-19 23:15:54.508811,be
14765,1,Robinson's,Old Tom,8.5,2.7,Old Ale,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.508919,2015-04-19 23:15:54.50892,gb
14766,1,Goose Island,Harvest Ale,5.7,2.6,Premium Bitter,USA,USA,Ithaca,2011-11-01 00:00:00,"",2015-04-19 23:15:54.509026,2015-04-19 23:15:54.509027,us
14767,1,Kona,Wailua,5.4,2.6,Fruit Beer,USA,USA,Ithaca,2011-11-01 00:00:00,"Pomegranate, wheat",2015-04-19 23:15:54.509133,2015-04-19 23:15:54.509134,us
14768,1,Leinenkugel,Honey Weiss,4.9,2.6,Wheat Ale,USA,USA,Eden Prairie,2010-08-01 00:00:00,"",2015-04-19 23:15:54.50924,2015-04-19 23:15:54.509241,us
14769,1,Magic Hat,Circus Boy,4.5,2.6,Spice,USA,USA,Ithaca,2011-11-01 00:00:00,"",2015-04-19 23:15:54.509427,2015-04-19 23:15:54.509428,us
14770,1,Tsingtao,"",4.8,2.2,Pale Lager,China,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.509541,2015-04-19 23:15:54.509543,cn
14771,1,Роса,Великое,5,2.6,Pale Lager,Kazakhstan,Kazakhstan,Almaty,2010-08-01 00:00:00,Not actually sure of the style - not on ratebeer,2015-04-19 23:15:54.509655,2015-04-19 23:15:54.509656,kz
14772,1,Lagunitas,Pils,6.2,3.1,Pilsener,USA,USA,Ithaca,2013-03-01 00:00:00,"",2015-04-19 23:15:54.509763,2015-04-19 23:15:54.509765,us
14773,1,Sharp's,Doom bar,4,2.5,Bitter,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.509872,2015-04-19 23:15:54.509873,gb
14774,1,Sierra Nevada,Tumbler,5.5,2.4,Brown Ale,USA,USA,Ithaca,2011-11-01 00:00:00,"",2015-04-19 23:15:54.509979,2015-04-19 23:15:54.50998,us
14775,1,Yuengling,Traditional Lager,4.4,1.7,Pale Lager,USA,USA,Ithaca,2010-10-01 00:00:00,"",2015-04-19 23:15:54.510085,2015-04-19 23:15:54.510086,us
14776,1,Bavaria,Pilsener,5,2.4,Premium Lager,Netherlands,Kazakhstan,Almaty,2010-08-01 00:00:00,"",2015-04-19 23:15:54.510196,2015-04-19 23:15:54.510197,nl
14777,1,Suntory,Draft,5.5,2.4,Pale Lager,Japan,China,Shanghai,2010-07-01 00:00:00,纯生,2015-04-19 23:15:54.510311,2015-04-19 23:15:54.510312,jp
14778,1,Suntory,Premium,5.5,2.4,Pale Lager,Japan,China,Shanghai,2010-07-01 00:00:00,超生,2015-04-19 23:15:54.510423,2015-04-19 23:15:54.510424,jp
14779,1,Gulpener,Dort,7,2.4,Dortmunder,Netherlands,Netherlands,Amsterdam,2011-01-01 00:00:00,"",2015-04-19 23:15:54.510534,2015-04-19 23:15:54.510535,nl
14780,1,Allemagne,Blond,4,2.4,Hefeweizen,Germany,France,Strasbourg,2010-08-01 00:00:00,"Brewery name is likely incorrect, but I can't seem to find it online to correct it",2015-04-19 23:15:54.510646,2015-04-19 23:15:54.510647,de
14781,1,Harbin,Wheat King,3.5,2.4,Wheat Ale,China,China,Shanghai,2010-07-01 00:00:00,小麦王,2015-04-19 23:15:54.510761,2015-04-19 23:15:54.510762,cn
14782,1,Tiger,"",5,2.4,Pale Lager,Singapore,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.510874,2015-04-19 23:15:54.510875,sg
14783,1,Redrock,Lager,3.5,2.4,Pale Lager,China,China,Shanghai,2010-07-01 00:00:00,Not sure of the name,2015-04-19 23:15:54.510991,2015-04-19 23:15:54.510992,cn
14784,1,Snow,"",4.3,2.4,Pale Lager,China,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.511096,2015-04-19 23:15:54.511097,cn
14785,1,Brussels,Apple,3.2,2.4,Fruit Beer,Belgium,France,Strasbourg,2010-07-01 00:00:00,"",2015-04-19 23:15:54.5112,2015-04-19 23:15:54.511201,be
14786,1,Leffe,Blond (Draft),6.6,2.4,Belgian Ale,Belgium,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.511308,2015-04-19 23:15:54.511309,be
14787,1,Samuel Smith's,Extra Stout,4.3,2.4,Dry Stout,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.51141,2015-04-19 23:15:54.511411,gb
14788,1,Urquell,Pilsner,4.4,2.8,Pilsener,Czech Republic,Kazakhstan,Almaty,2010-08-01 00:00:00,"",2015-04-19 23:15:54.511514,2015-04-19 23:15:54.511515,cz
14789,1,Fuller's,London's Pride,4.7,2.4,Premium Bitter,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.511614,2015-04-19 23:15:54.511615,gb
14790,1,Wadworth,Swordfish,5,2.4,Bitter,England,England,Oxford,2012-01-01 00:00:00,"",2015-04-19 23:15:54.511715,2015-04-19 23:15:54.511716,gb
14791,1,Harpoon,UFO White,4.8,2.3,Belgian White,USA,USA,Ithaca,2011-09-01 00:00:00,"",2015-04-19 23:15:54.511815,2015-04-19 23:15:54.511816,us
14792,1,Saranac,Pale Ale,4.7,2.3,English Pale Ale,USA,USA,Ithaca,2010-11-01 00:00:00,"",2015-04-19 23:15:54.511919,2015-04-19 23:15:54.51192,us
14793,1,Tröegs,HopBack Amber Ale,6,2.3,Amber Ale,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.51202,2015-04-19 23:15:54.512021,us
14794,1,Yo-ho Breweries,Yona Yona Ale,5.5,2.3,American Pale Ale,Japan,Japan,Tokyo,2011-08-01 00:00:00,"",2015-04-19 23:15:54.512126,2015-04-19 23:15:54.512127,jp
14795,1,BrewDog,Zeitgeist,4.9,2.3,Schwarzbier,Scotland,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.512228,2015-04-19 23:15:54.512229,gb
14796,1,La Chouffe,Bottle,8,2.3,Belgian Strong Ale,Belgium,Netherlands,Amsterdam,2011-08-01 00:00:00,"",2015-04-19 23:15:54.512332,2015-04-19 23:15:54.512333,be
14797,1,Fuller's,Black Cab,4.5,2.3,Dry Stout,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.512433,2015-04-19 23:15:54.512434,gb
14798,1,Saranac,Black Forest,5.5,0.8,Schwarzbier,USA,USA,Ithaca,2010-09-01 00:00:00,Taste like grape - update from Chapter House 4/2013,2015-04-19 23:15:54.512534,2015-04-19 23:15:54.512535,us
14799,1,Smuttynose,Old Brown Dog Ale,6.7,2.2,Brown Ale,USA,USA,Ithaca,2011-09-01 00:00:00,"",2015-04-19 23:15:54.512633,2015-04-19 23:15:54.512634,us
14800,1,Kirin,Ichiban,5,2.2,Pale Lager,Japan,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.512736,2015-04-19 23:15:54.512737,jp
14801,1,Eichbaum,Apostel Bräu,4.8,2.2,Pilsener,Germany,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.51284,2015-04-19 23:15:54.512841,de
14802,1,Paulaner,Hefe-Weissbier,5.5,2.2,Hefeweizen,Germany,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.512944,2015-04-19 23:15:54.512945,de
14803,1,Perle,La Perle,5.4,2.2,Pilsener,France,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.513047,2015-04-19 23:15:54.513048,fr
14804,1,Primátor,Premium,5,2.2,Pilsener,Czech Republic,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.51315,2015-04-19 23:15:54.513151,cz
14805,1,Goose Island,312,4.2,2.1,Wheat Ale,USA,USA,Ithaca,2011-10-01 00:00:00,"",2015-04-19 23:15:54.513251,2015-04-19 23:15:54.513252,us
14806,1,Suntory,Fresh,5,2.1,Pale Lager,Japan,China,Shanghai,2011-07-01 00:00:00,清爽,2015-04-19 23:15:54.513357,2015-04-19 23:15:54.513358,jp
14807,1,Smithwick's,Ale,3.5,2.1,Irish Ale,Ireland,France,Bordeaux,2010-08-01 00:00:00,"",2015-04-19 23:15:54.513465,2015-04-19 23:15:54.513466,ie
14808,1,Alma-ata,Яатенное,4.5,2.1,Wheat Ale,Kazakhstan,Kazakhstan,Almaty,2012-01-01 00:00:00,"",2015-04-19 23:15:54.513569,2015-04-19 23:15:54.513571,kz
14809,1,Harbin,1900,5,2.1,Pale Lager,China,China,Harbin,2012-02-01 00:00:00,"",2015-04-19 23:15:54.513673,2015-04-19 23:15:54.513674,cn
14810,1,Ithaca,Pale Ale,7.5,2,American Pale Ale,USA,USA,Ithaca,2010-10-01 00:00:00,"",2015-04-19 23:15:54.513775,2015-04-19 23:15:54.513776,us
14811,1,Miller,Genuine Draft,4.66,2,Pale Lager,USA,USA,Eden Prairie,2011-05-01 00:00:00,"",2015-04-19 23:15:54.513874,2015-04-19 23:15:54.513875,us
14812,1,Köstritzer,Schwarzbier,4.8,2,Schwarzbier,Germany,China,Shanghai,2012-06-01 00:00:00,"",2015-04-19 23:15:54.513978,2015-04-19 23:15:54.513979,de
14813,1,Löwenbräu,Draft,5.5,2,Dortmunder,Germany,China,Shanghai,2011-06-01 00:00:00,"",2015-04-19 23:15:54.514081,2015-04-19 23:15:54.514082,de
14814,1,Blue Moon,Pumpkin Harvest Moon Ale,5.7,1.9,Spice,USA,USA,Ithaca,2010-09-01 00:00:00,"",2015-04-19 23:15:54.514181,2015-04-19 23:15:54.514183,us
14815,1,Landshark,Island Style Lager,4.7,1.9,Pale Lager,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.514281,2015-04-19 23:15:54.514282,us
14816,1,Budweiser,Select,4.3,1.9,Pale Lager,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.514381,2015-04-19 23:15:54.514382,us
14817,1,Genesee,"",5.1,1.9,Pale Lager,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.51448,2015-04-19 23:15:54.514481,us
14818,1,Harpoon,IPA,5.9,1.9,IPA,USA,USA,Ithaca,2011-09-01 00:00:00,"",2015-04-19 23:15:54.51458,2015-04-19 23:15:54.514581,us
14819,1,Smuttynose,IPA,6.9,1.9,IPA,USA,USA,Ithaca,2011-09-01 00:00:00,"",2015-04-19 23:15:54.514679,2015-04-19 23:15:54.514681,us
14820,1,Primátor,Exklusiv 16,6,1.9,Heller Bock,Czech Republic,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.514782,2015-04-19 23:15:54.514783,cz
14821,1,New Belgium,Fat Tire,5.2,1.9,Amber Ale,USA,USA,Eden Prairie,2012-08-01 00:00:00,"",2015-04-19 23:15:54.514883,2015-04-19 23:15:54.514884,us
14822,1,Wychwood,Hobgoblin,5.2,1.9,Premium Bitter,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.514987,2015-04-19 23:15:54.514988,gb
14823,1,Bath Ales,Golden Hare,4.4,1.9,Golden Ale,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.515082,2015-04-19 23:15:54.515083,gb
14824,1,Grain Belt,Nordeast,4.7,1.9,Vienna,USA,USA,Eden Prairie,2011-12-01 00:00:00,MN beer!,2015-04-19 23:15:54.515174,2015-04-19 23:15:54.515175,us
14825,1,Elysian,The Men's Room,5.6,1.8,American Pale Ale,USA,USA,Seattle,2011-08-01 00:00:00,From Michelle,2015-04-19 23:15:54.515264,2015-04-19 23:15:54.515265,us
14826,1,Flying Dog,Raging Bitch,8.3,1.8,IPA,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.515355,2015-04-19 23:15:54.515356,us
14827,1,Schell's,Bock,6.1,1.8,Dunkler Bock,USA,USA,Eden Prairie,2011-08-01 00:00:00,MN!,2015-04-19 23:15:54.515448,2015-04-19 23:15:54.515449,us
14828,1,Smuttynose,Shoals Pale Ale,5.6,1.8,English Pale Ale,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.51554,2015-04-19 23:15:54.515541,us
14829,1,Line 51,Panther,8,3.5,Baltic Porter,USA,USA,Berkeley,2013-12-01 00:00:00,"",2015-04-19 23:15:54.51563,2015-04-19 23:15:54.515631,us
14830,1,Primátor,English Pale Ale,5,1.7,English Pale Ale,Czech Republic,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.515723,2015-04-19 23:15:54.515724,cz
14831,1,Brakspear,Triple,7.2,1.7,English Strong Ale,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.515882,2015-04-19 23:15:54.515885,gb
14832,1,Grimbergen,Curvée Ambrée,6.5,1.7,Abbey Dubbel,Belgium,Netherlands,Amsterdam,2011-01-01 00:00:00,"",2015-04-19 23:15:54.515998,2015-04-19 23:15:54.515999,be
14833,1,Sapporo,Wheat,5,1.6,Wheat Ale,Japan,China,Shanghai,2011-06-01 00:00:00,Can‘t actually find this one...,2015-04-19 23:15:54.516102,2015-04-19 23:15:54.516103,jp
14834,1,Ridgeway Brewery,Bad King John,6,1.6,Stout,England,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.516199,2015-04-19 23:15:54.5162,gb
14835,1,Blue Moon,Winter Abbey Ale,5.6,1.5,Belgian Ale,USA,USA,Ithaca,2011-11-01 00:00:00,"",2015-04-19 23:15:54.516294,2015-04-19 23:15:54.516295,us
14836,1,Brooklyn,Lager,5.2,1.5,Vienna,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.516394,2015-04-19 23:15:54.516396,us
14837,1,Ithaca,Nut Brown Ale,5.4,1.5,Brown Ale,USA,USA,Ithaca,2010-10-01 00:00:00,"",2015-04-19 23:15:54.516488,2015-04-19 23:15:54.516489,us
14838,1,Samuel Adams,Boston Lager,4.9,1.5,Vienna,USA,USA,Ithaca,2010-10-01 00:00:00,"",2015-04-19 23:15:54.516579,2015-04-19 23:15:54.51658,us
14839,1,Карагандинское,Кружка Cвежего,4.5,1.5,Pale Lager,Kazakhstan,Kazakhstan,Almaty,2011-01-01 00:00:00,"",2015-04-19 23:15:54.516674,2015-04-19 23:15:54.516676,kz
14840,1,Alma-ata,Жгулевское 1-авод,4.5,1.5,Pilsener,Kazakhstan,Kazakhstan,Almaty,2012-01-01 00:00:00,"",2015-04-19 23:15:54.516769,2015-04-19 23:15:54.51677,kz
14841,1,Blue Sword,"",4,1.4,Pale Lager,China,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.516863,2015-04-19 23:15:54.516864,cn
14842,1,Sol,"",4.5,1.4,Pale Lager,Mexico,China,Shanghai,2011-07-01 00:00:00,"",2015-04-19 23:15:54.516958,2015-04-19 23:15:54.516959,mx
14843,1,Simpler Times,Lager,6.2,1.4,Pale Lager,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.51705,2015-04-19 23:15:54.517051,us
14844,1,Sinkiang,Black Beer,4.9,1.9,American Dark Lager,China,China,Shanghai,2011-08-01 00:00:00,黑酒 - switched 7/2013 to 6.0 after having it in Urumqi,2015-04-19 23:15:54.517147,2015-04-19 23:15:54.517148,cn
14845,1,Sinkiang,"",4.5,1.4,Pale Lager,China,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.517241,2015-04-19 23:15:54.517242,cn
14846,1,Yanjing,"",4.5,1.4,Pale Lager,China,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.517452,2015-04-19 23:15:54.517454,cn
14847,1,Hoegaarden,Draft,4.9,1.3,Belgian White,Netherlands,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.517611,2015-04-19 23:15:54.517612,nl
14848,1,Naale,White,3.3,1.3,Wheat Ale,China,China,Shanghai,2011-08-01 00:00:00,"",2015-04-19 23:15:54.517719,2015-04-19 23:15:54.51772,cn
14849,1,Suntory,Ice Special,3.3,1.3,Pale Lager,Japan,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.517891,2015-04-19 23:15:54.517893,jp
14850,1,Budweiser,"",5,1.2,Pale Lager,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.518001,2015-04-19 23:15:54.518003,us
14851,1,Full Sail,IPA,6,1.2,IPA,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.518103,2015-04-19 23:15:54.518104,us
14852,1,Csešky Duva,Draft,4.5,1.2,Pale Lager,Kazakhstan,Kazakhstan,Almaty,2010-07-01 00:00:00,Microbrew,2015-04-19 23:15:54.518208,2015-04-19 23:15:54.51821,kz
14853,1,Snow,Light,3.3,1.1,Pale Lager,China,China,Shanghai,2010-07-01 00:00:00,"",2015-04-19 23:15:54.518312,2015-04-19 23:15:54.518313,cn
14854,1,La Caracole,Troublette,5,1.1,Belgian White,Belgium,USA,Eden Prairie,2010-12-01 00:00:00,"",2015-04-19 23:15:54.518415,2015-04-19 23:15:54.518416,be
14855,1,Chang,"",5,1.1,Pale Lager,Thailand,England,London,2012-01-01 00:00:00,"",2015-04-19 23:15:54.518526,2015-04-19 23:15:54.518528,th
14856,1,Saranac,Big Moose Ale,5.3,1,American Pale Ale,USA,USA,Ithaca,2011-11-01 00:00:00,"",2015-04-19 23:15:54.51862,2015-04-19 23:15:54.518621,us
14857,1,Valentins,Hefeweissbier,5.3,1,Hefeweizen,Germany,China,Shanghai,2012-07-01 00:00:00,"",2015-04-19 23:15:54.518718,2015-04-19 23:15:54.518719,de
14858,1,Unibroue,Trois Pistoles,9,1,Belgian Strong Ale,Canada,USA,Eden Prairie,2010-12-01 00:00:00,"",2015-04-19 23:15:54.518814,2015-04-19 23:15:54.518815,ca
14859,1,Leinenkugel,Sunset Wheat,4.9,1,Wheat Ale,USA,USA,Minneapolis,2011-12-01 00:00:00,"",2015-04-19 23:15:54.518905,2015-04-19 23:15:54.518906,us
14860,1,Rolling Rock,Extra Pale,4.6,0.9,Pale Lager,USA,USA,Ithaca,2011-08-01 00:00:00,"",2015-04-19 23:15:54.518995,2015-04-19 23:15:54.518996,us
14861,1,Ninkasi,Total Domination,6.7,2,IPA,USA,USA,Berkeley,2013-08-01 00:00:00,"",2015-04-19 23:15:54.519149,2015-04-19 23:15:54.51915,us
14862,1,Suntory,Lager,4.5,0.9,Pale Lager,Japan,China,Shanghai,2010-06-01 00:00:00,"",2015-04-19 23:15:54.519252,2015-04-19 23:15:54.519253,jp
14863,1,Kronenbourg,1664 Instant Pression,5,0.9,Pale Lager,France,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.519348,2015-04-19 23:15:54.519349,fr
14864,1,Uberach,Doigt de Dieu,4.8,0.9,Bière de Garde,France,France,Strasbourg,2010-08-01 00:00:00,"",2015-04-19 23:15:54.519443,2015-04-19 23:15:54.519444,fr
14865,1,Tsingtao,Landscape,4.8,0.9,Pale Lager,China,China,Shanghai,2011-07-01 00:00:00,山水,2015-04-19 23:15:54.519538,2015-04-19 23:15:54.519539,cn
14866,1,Duvel,"",8.5,0.9,Belgian Strong Ale,Belgium,Netherlands,Amsterdam,2011-01-01 00:00:00,"",2015-04-19 23:15:54.519631,2015-04-19 23:15:54.519632,be
14867,1,Schell's,Fat Weasel Ale,7.1,0.9,Amber Ale,USA,USA,Eden Prairie,2011-08-01 00:00:00,"",2015-04-19 23:15:54.519722,2015-04-19 23:15:54.519723,us
